packet_size,duration_ms,src_port,dst_port,failed_logins,request_rate,payload_size,touch_count,bytes_per_ms,payload_ratio,auth_density,privileged_dst,is_tamper_event,request_burst,service_risk,touch_intensity,dwell_score,mesh_signal,event_type,scenario,label,actor_type
532,139,59285,8080,0,17.18,387,0,3.8273,0.7274,0.0,0,0,0,0.28,0.0,8.0908,0,network,telemetry_upload,normal,benign
218,94,54968,1883,0,8.03,83,0,2.3191,0.3807,0.0,1,0,0,0.52,0.0,11.7061,1,mesh_alert,mesh_status,normal,benign
199,50,39293,1883,0,5.67,59,0,3.98,0.2965,0.0,1,0,0,0.52,0.0,8.8183,1,mesh_alert,mesh_status,normal,benign
103,36,62849,23,2,95.13,85,0,2.8611,0.8252,0.021,1,0,1,0.92,0.0,0.3784,0,network,port_scan,attack,bot
838,180,55562,1883,12,144.06,554,4,4.6556,0.6611,0.0833,1,1,1,0.52,1.333,1.2495,0,tamper,physical_tamper,attack,human
196,144,43280,3389,28,46.57,196,0,1.3611,1.0,0.6012,1,0,0,0.96,0.0,3.0921,0,network,credential_stuffing,attack,human
639,254,26535,443,0,5.04,557,0,2.5157,0.8717,0.0,0,0,0,0.18,0.0,50.3968,0,network,firmware_check,normal,benign
746,26,58467,443,2,311.4,1025,0,28.6923,1.374,0.0064,0,0,1,0.18,0.0,0.0835,0,network,request_flood,attack,bot
1308,9,32256,8080,1,193.67,567,0,145.3333,0.4335,0.0052,0,0,1,0.28,0.0,0.0465,0,network,request_flood,attack,bot
446,183,24371,443,0,5.47,345,0,2.4372,0.7735,0.0,0,0,0,0.18,0.0,33.4552,0,network,firmware_check,normal,benign
873,78,34576,3389,11,111.6,594,4,11.1923,0.6804,0.0986,1,1,1,0.96,1.333,0.6989,0,tamper,physical_tamper,attack,human
250,86,37747,1883,0,4.48,107,0,2.907,0.428,0.0,1,0,0,0.52,0.0,19.1964,1,mesh_alert,mesh_status,normal,benign
807,85,59513,23,9,123.81,574,3,9.4941,0.7113,0.0727,1,1,1,0.92,1.0,0.6865,0,tamper,physical_tamper,attack,human
285,207,46332,443,0,9.82,164,0,1.3768,0.5754,0.0,0,0,0,0.18,0.0,21.0794,0,status,dashboard_poll,normal,benign
466,149,59504,443,0,14.18,251,0,3.1275,0.5386,0.0,0,0,0,0.18,0.0,10.5078,0,network,telemetry_upload,normal,benign
325,93,26444,1883,0,5.81,140,0,3.4946,0.4308,0.0,1,0,0,0.52,0.0,16.0069,0,heartbeat,heartbeat,normal,benign
191,167,48397,3389,21,75.99,355,0,1.1437,1.5,0.2764,1,0,0,0.96,0.0,2.1977,0,network,credential_stuffing,attack,human
321,409,49241,1883,3,17.04,83,0,0.7848,0.2586,0.1761,1,0,0,0.52,0.0,24.0023,0,network,low_and_slow_probe,attack,apt
119,28,42224,3389,1,117.34,35,0,4.25,0.2941,0.0085,1,0,1,0.96,0.0,0.2386,0,network,port_scan,attack,bot
150,70,34196,1883,0,7.37,57,0,2.1429,0.38,0.0,1,0,0,0.52,0.0,9.498,1,mesh_alert,mesh_status,normal,benign
179,81,30685,1883,0,6.19,78,0,2.2099,0.4358,0.0,1,0,0,0.52,0.0,13.0856,0,heartbeat,heartbeat,normal,benign
287,216,62825,8080,0,12.48,150,0,1.3287,0.5226,0.0,0,0,0,0.28,0.0,17.3077,0,network,telemetry_upload,normal,benign
122,8,50785,22,2,158.41,63,0,15.25,0.5164,0.0126,1,0,1,0.86,0.0,0.0505,0,network,port_scan,attack,bot
321,181,59676,80,0,9.08,96,0,1.7735,0.2991,0.0,0,0,0,0.2,0.0,19.9339,0,status,dashboard_poll,normal,benign
652,264,38241,443,0,5.98,474,0,2.4697,0.727,0.0,0,0,0,0.18,0.0,44.1472,0,network,firmware_check,normal,benign
316,94,35882,443,0,7.61,160,0,3.3617,0.5063,0.0,0,0,0,0.18,0.0,12.3522,0,heartbeat,heartbeat,normal,benign
185,59,28999,1883,0,6.06,55,0,3.1356,0.2973,0.0,1,0,0,0.52,0.0,9.736,1,mesh_alert,mesh_status,normal,benign
162,747,63507,22,2,11.9,132,0,0.2169,0.8148,0.1681,1,0,0,0.86,0.0,62.7731,0,network,low_and_slow_probe,attack,apt
451,194,27917,1883,0,14.79,244,0,2.3247,0.541,0.0,1,0,0,0.52,0.0,13.117,0,network,telemetry_upload,normal,benign
451,191,53390,8080,0,12.15,303,0,2.3613,0.6718,0.0,0,0,0,0.28,0.0,15.7202,0,network,telemetry_upload,normal,benign
173,73,52976,1883,0,4.24,67,0,2.3699,0.3873,0.0,1,0,0,0.52,0.0,17.217,1,mesh_alert,mesh_status,normal,benign
277,141,40866,80,0,9.02,124,0,1.9645,0.4477,0.0,0,0,0,0.2,0.0,15.6319,0,status,dashboard_poll,normal,benign
383,193,48302,80,0,9.83,209,0,1.9845,0.5457,0.0,0,0,0,0.2,0.0,19.6338,0,status,dashboard_poll,normal,benign
478,254,64416,443,0,5.83,380,0,1.8819,0.795,0.0,0,0,0,0.18,0.0,43.5678,0,network,firmware_check,normal,benign
160,106,47757,1883,3,25.43,83,0,1.5094,0.5188,0.118,1,0,0,0.52,0.0,4.1683,1,mesh_alert,mesh_pivot_alert,attack,apt
333,139,31453,8080,0,14.81,188,0,2.3957,0.5646,0.0,0,0,0,0.28,0.0,9.3856,0,network,telemetry_upload,normal,benign
240,77,46110,1883,0,7.02,90,0,3.1169,0.375,0.0,1,0,0,0.52,0.0,10.9687,1,mesh_alert,mesh_status,normal,benign
464,152,53327,8080,0,18.15,305,0,3.0526,0.6573,0.0,0,0,0,0.28,0.0,8.3747,0,network,telemetry_upload,normal,benign
109,14,58510,1883,2,107.08,52,0,7.7857,0.4771,0.0187,1,0,1,0.52,0.0,0.1307,0,network,port_scan,attack,bot
332,84,51112,1883,0,6.82,138,0,3.9524,0.4157,0.0,1,0,0,0.52,0.0,12.3167,0,heartbeat,heartbeat,normal,benign
209,202,51112,443,3,33.55,238,0,1.0347,1.1388,0.0894,0,0,0,0.18,0.0,6.0209,1,mesh_alert,mesh_pivot_alert,attack,apt
299,198,36996,443,0,10.44,151,0,1.5101,0.505,0.0,0,0,0,0.18,0.0,18.9655,0,status,dashboard_poll,normal,benign
636,322,56844,443,0,1.56,455,0,1.9752,0.7154,0.0,0,0,0,0.18,0.0,206.4103,0,network,firmware_check,normal,benign
678,200,25239,443,0,5.65,477,0,3.39,0.7035,0.0,0,0,0,0.18,0.0,35.3982,0,network,firmware_check,normal,benign
379,182,38601,80,0,10.93,163,0,2.0824,0.4301,0.0,0,0,0,0.2,0.0,16.6514,0,status,dashboard_poll,normal,benign
471,157,62000,8080,0,10.4,315,0,3.0,0.6688,0.0,0,0,0,0.28,0.0,15.0962,0,network,telemetry_upload,normal,benign
376,211,41429,80,0,6.63,194,0,1.782,0.516,0.0,0,0,0,0.2,0.0,31.825,0,status,dashboard_poll,normal,benign
172,115,53390,443,2,48.81,80,0,1.4957,0.4651,0.041,0,0,0,0.18,0.0,2.3561,1,mesh_alert,mesh_pivot_alert,attack,apt
197,100,31876,1883,0,5.99,59,0,1.97,0.2995,0.0,1,0,0,0.52,0.0,16.6945,1,mesh_alert,mesh_status,normal,benign
729,18,44053,443,2,290.02,780,0,40.5,1.07,0.0069,0,0,1,0.18,0.0,0.0621,0,network,request_flood,attack,bot
421,87,54538,3389,10,81.03,164,0,4.8391,0.3895,0.1234,1,0,0,0.96,0.0,1.0737,0,network,credential_stuffing,attack,human
659,249,56593,443,0,2.93,487,0,2.6466,0.739,0.0,0,0,0,0.18,0.0,84.9829,0,network,firmware_check,normal,benign
251,89,37611,443,0,4.76,88,0,2.8202,0.3506,0.0,0,0,0,0.18,0.0,18.6975,0,heartbeat,heartbeat,normal,benign
533,212,25691,443,0,7.84,341,0,2.5142,0.6398,0.0,0,0,0,0.18,0.0,27.0408,0,network,firmware_check,normal,benign
205,83,53402,1883,0,8.63,87,0,2.4699,0.4244,0.0,1,0,0,0.52,0.0,9.6176,1,mesh_alert,mesh_status,normal,benign
182,98,45025,1883,0,6.19,45,0,1.8571,0.2473,0.0,1,0,0,0.52,0.0,15.832,1,mesh_alert,mesh_status,normal,benign
206,95,28986,1883,0,5.39,78,0,2.1684,0.3786,0.0,1,0,0,0.52,0.0,17.6252,1,mesh_alert,mesh_status,normal,benign
281,107,57410,443,0,7.18,121,0,2.6262,0.4306,0.0,0,0,0,0.18,0.0,14.9025,0,heartbeat,heartbeat,normal,benign
312,97,56655,443,0,6.85,110,0,3.2165,0.3526,0.0,0,0,0,0.18,0.0,14.1606,0,heartbeat,heartbeat,normal,benign
499,152,31918,8080,0,11.26,333,0,3.2829,0.6673,0.0,0,0,0,0.28,0.0,13.4991,0,network,telemetry_upload,normal,benign
181,204,58347,8080,3,34.39,93,0,0.8873,0.5138,0.0872,0,0,0,0.28,0.0,5.932,1,mesh_alert,mesh_pivot_alert,attack,apt
437,147,23865,443,0,18.28,309,0,2.9728,0.7071,0.0,0,0,0,0.18,0.0,8.0416,0,network,telemetry_upload,normal,benign
1364,9,42575,8080,2,367.43,565,0,151.5556,0.4142,0.0054,0,0,1,0.28,0.0,0.0245,0,network,request_flood,attack,bot
1314,28,32869,80,0,261.47,1128,0,46.9286,0.8584,0.0,0,0,1,0.2,0.0,0.1071,0,network,request_flood,attack,bot
335,1063,50240,22,2,7.16,106,0,0.3151,0.3164,0.2793,1,0,0,0.86,0.0,148.4637,0,network,low_and_slow_probe,attack,apt
1156,13,57922,80,0,235.21,720,0,88.9231,0.6228,0.0,0,0,1,0.2,0.0,0.0553,0,network,request_flood,attack,bot
450,161,27617,8080,0,10.77,252,0,2.795,0.56,0.0,0,0,0,0.28,0.0,14.9489,0,network,telemetry_upload,normal,benign
135,72,33774,1883,0,2.09,45,0,1.875,0.3333,0.0,1,0,0,0.52,0.0,34.4498,1,mesh_alert,mesh_status,normal,benign
354,125,37892,443,0,8.06,157,0,2.832,0.4435,0.0,0,0,0,0.18,0.0,15.5087,0,heartbeat,heartbeat,normal,benign
204,93,63674,1883,0,8.46,89,0,2.1935,0.4363,0.0,1,0,0,0.52,0.0,10.9929,1,mesh_alert,mesh_status,normal,benign
328,157,28281,80,0,9.25,131,0,2.0892,0.3994,0.0,0,0,0,0.2,0.0,16.973,0,status,dashboard_poll,normal,benign
286,464,41641,22,4,17.0,104,1,0.6164,0.3636,0.2353,1,0,0,0.86,0.333,27.2941,0,network,low_and_slow_probe,attack,apt
1197,16,41944,1883,2,251.4,474,0,74.8125,0.396,0.008,1,0,1,0.52,0.0,0.0636,0,network,request_flood,attack,bot
374,110,22705,8080,0,14.3,250,0,3.4,0.6684,0.0,0,0,0,0.28,0.0,7.6923,0,network,telemetry_upload,normal,benign
90,9,41803,1883,1,94.06,90,0,10.0,1.0,0.0106,1,0,1,0.52,0.0,0.0957,0,network,port_scan,attack,bot
930,147,59601,22,6,134.69,485,1,6.3265,0.5215,0.0445,1,1,1,0.86,0.333,1.0914,0,tamper,physical_tamper,attack,human
173,117,32763,1883,0,5.93,59,0,1.4786,0.341,0.0,1,0,0,0.52,0.0,19.7302,1,mesh_alert,mesh_status,normal,benign
491,131,43485,3389,14,77.24,112,0,3.7481,0.2281,0.1813,1,0,0,0.96,0.0,1.696,0,network,credential_stuffing,attack,human
335,152,60591,443,1,13.47,194,0,2.2039,0.5791,0.0742,0,0,0,0.18,0.0,11.2843,0,network,telemetry_upload,normal,benign
755,16,53183,8080,1,411.2,1330,0,47.1875,1.5,0.0024,0,0,1,0.28,0.0,0.0389,0,network,request_flood,attack,bot
675,201,52327,443,0,2.38,484,0,3.3582,0.717,0.0,0,0,0,0.18,0.0,84.4538,0,network,firmware_check,normal,benign
695,98,41553,22,6,140.96,772,3,7.0918,1.1108,0.0426,1,1,1,0.86,1.0,0.6952,0,tamper,physical_tamper,attack,human
487,178,28350,443,0,4.95,327,0,2.736,0.6715,0.0,0,0,0,0.18,0.0,35.9596,0,network,firmware_check,normal,benign
443,161,38383,8080,0,18.6,349,0,2.7516,0.7878,0.0,0,0,0,0.28,0.0,8.6559,0,network,telemetry_upload,normal,benign
491,147,28078,1883,0,18.13,359,0,3.3401,0.7312,0.0,1,0,0,0.52,0.0,8.1081,0,network,telemetry_upload,normal,benign
1153,21,45743,1883,0,299.21,1315,0,54.9048,1.1405,0.0,1,0,1,0.52,0.0,0.0702,0,network,request_flood,attack,bot
260,102,31765,443,0,7.01,138,0,2.549,0.5308,0.0,0,0,0,0.18,0.0,14.5506,0,heartbeat,heartbeat,normal,benign
294,251,37843,8080,4,25.54,80,0,1.1713,0.2721,0.1566,0,0,0,0.28,0.0,9.8277,1,mesh_alert,mesh_pivot_alert,attack,apt
239,208,45877,80,0,11.39,118,0,1.149,0.4937,0.0,0,0,0,0.2,0.0,18.2616,0,status,dashboard_poll,normal,benign
544,135,59967,443,0,4.71,365,0,4.0296,0.671,0.0,0,0,0,0.18,0.0,28.6624,0,network,firmware_check,normal,benign
226,98,28702,1883,0,5.68,93,0,2.3061,0.4115,0.0,1,0,0,0.52,0.0,17.2535,1,mesh_alert,mesh_status,normal,benign
208,65,54878,1883,0,5.57,67,0,3.2,0.3221,0.0,1,0,0,0.52,0.0,11.6697,1,mesh_alert,mesh_status,normal,benign
354,176,60374,443,0,12.92,161,0,2.0114,0.4548,0.0,0,0,0,0.18,0.0,13.6223,0,network,telemetry_upload,normal,benign
509,159,40168,1883,0,19.84,238,0,3.2013,0.4676,0.0,1,0,0,0.52,0.0,8.0141,0,network,telemetry_upload,normal,benign
317,73,57686,22,26,50.21,358,0,4.3425,1.1293,0.5178,1,0,0,0.86,0.0,1.4539,0,network,credential_stuffing,attack,human
298,132,50484,443,0,9.38,122,0,2.2576,0.4094,0.0,0,0,0,0.18,0.0,14.0725,0,status,dashboard_poll,normal,benign
458,164,40294,8080,0,17.99,263,0,2.7927,0.5742,0.0,0,0,0,0.28,0.0,9.1162,0,network,telemetry_upload,normal,benign
415,195,27042,443,0,9.57,246,0,2.1282,0.5928,0.0,0,0,0,0.18,0.0,20.3762,0,status,dashboard_poll,normal,benign
217,94,36876,3389,11,69.65,150,0,2.3085,0.6912,0.1579,1,0,0,0.96,0.0,1.3496,0,network,credential_stuffing,attack,human
276,100,25692,1883,0,5.03,108,0,2.76,0.3913,0.0,1,0,0,0.52,0.0,19.8807,1,mesh_alert,mesh_status,normal,benign
481,158,35471,8080,0,17.23,255,0,3.0443,0.5301,0.0,0,0,0,0.28,0.0,9.1701,0,network,telemetry_upload,normal,benign
284,107,30809,443,0,7.07,119,0,2.6542,0.419,0.0,0,0,0,0.18,0.0,15.1344,0,heartbeat,heartbeat,normal,benign
191,111,52848,443,25,63.62,202,0,1.7207,1.0576,0.393,0,0,0,0.18,0.0,1.7447,0,network,credential_stuffing,attack,human
251,173,42813,443,0,8.99,118,0,1.4509,0.4701,0.0,0,0,0,0.18,0.0,19.2436,0,status,dashboard_poll,normal,benign
160,25,37062,1883,0,146.21,90,0,6.4,0.5625,0.0,1,0,1,0.52,0.0,0.171,0,network,port_scan,attack,bot
237,96,55027,1883,0,3.78,92,0,2.4688,0.3882,0.0,1,0,0,0.52,0.0,25.3968,1,mesh_alert,mesh_status,normal,benign
200,140,61934,3389,21,64.41,348,0,1.4286,1.5,0.326,1,0,0,0.96,0.0,2.1736,0,network,credential_stuffing,attack,human
194,79,39494,1883,0,8.51,82,0,2.4557,0.4227,0.0,1,0,0,0.52,0.0,9.2832,1,mesh_alert,mesh_status,normal,benign
171,36,60987,3389,1,148.05,75,0,4.75,0.4386,0.0068,1,0,1,0.96,0.0,0.2432,0,network,port_scan,attack,bot
473,207,39750,80,0,12.25,272,0,2.285,0.5751,0.0,0,0,0,0.2,0.0,16.898,0,status,dashboard_poll,normal,benign
194,74,49856,1883,0,7.86,79,0,2.6216,0.4072,0.0,1,0,0,0.52,0.0,9.4148,1,mesh_alert,mesh_status,normal,benign
485,113,50311,443,26,72.28,225,0,4.292,0.4639,0.3597,0,0,0,0.18,0.0,1.5634,0,network,credential_stuffing,attack,human
907,149,48071,3389,5,128.71,362,1,6.0872,0.3991,0.0388,1,1,1,0.96,0.333,1.1576,0,tamper,physical_tamper,attack,human
466,234,42981,443,0,1.57,409,0,1.9915,0.8777,0.0,0,0,0,0.18,0.0,149.0446,0,network,firmware_check,normal,benign
535,120,56254,443,0,4.32,401,0,4.4583,0.7495,0.0,0,0,0,0.18,0.0,27.7778,0,network,firmware_check,normal,benign
171,61,26335,1883,0,8.4,51,0,2.8033,0.2982,0.0,1,0,0,0.52,0.0,7.2619,1,mesh_alert,mesh_status,normal,benign
118,42,35536,139,2,140.92,83,0,2.8095,0.7034,0.0142,0,0,1,0.12,0.0,0.298,0,network,port_scan,attack,bot
371,161,64959,80,0,7.77,161,0,2.3043,0.434,0.0,0,0,0,0.2,0.0,20.7207,0,status,dashboard_poll,normal,benign
115,43,57735,139,2,88.58,58,0,2.6744,0.5043,0.0226,0,0,0,0.12,0.0,0.4854,0,network,port_scan,attack,bot
143,88,61379,1883,0,6.99,45,0,1.625,0.3147,0.0,1,0,0,0.52,0.0,12.5894,1,mesh_alert,mesh_status,normal,benign
174,467,44353,1883,4,9.69,206,1,0.3726,1.1839,0.4128,1,0,0,0.52,0.333,48.194,0,network,low_and_slow_probe,attack,apt
97,36,54755,25,2,166.46,71,0,2.6944,0.732,0.012,1,0,1,0.12,0.0,0.2163,0,network,port_scan,attack,bot
642,238,25409,443,0,3.38,555,0,2.6975,0.8645,0.0,0,0,0,0.18,0.0,70.4142,0,network,firmware_check,normal,benign
436,250,61613,443,0,7.34,132,0,1.744,0.3028,0.0,0,0,0,0.18,0.0,34.0599,0,status,dashboard_poll,normal,benign
71,12,38617,25,2,173.67,65,0,5.9167,0.9155,0.0115,1,0,1,0.12,0.0,0.0691,0,network,port_scan,attack,bot
96,39,64499,443,1,109.8,81,0,2.4615,0.8438,0.0091,0,0,1,0.18,0.0,0.3552,0,network,port_scan,attack,bot
337,195,40626,443,0,6.76,107,0,1.7282,0.3175,0.0,0,0,0,0.18,0.0,28.8462,0,status,dashboard_poll,normal,benign
766,165,47152,22,8,126.11,406,4,4.6424,0.53,0.0634,1,1,1,0.86,1.333,1.3084,0,tamper,physical_tamper,attack,human
225,110,25741,1883,0,7.09,105,0,2.0455,0.4667,0.0,1,0,0,0.52,0.0,15.5148,0,heartbeat,heartbeat,normal,benign
339,220,34639,443,0,11.9,127,0,1.5409,0.3746,0.0,0,0,0,0.18,0.0,18.4874,0,status,dashboard_poll,normal,benign
225,85,37212,1883,0,2.95,73,0,2.6471,0.3244,0.0,1,0,0,0.52,0.0,28.8136,1,mesh_alert,mesh_status,normal,benign
242,330,43912,1883,3,6.69,173,0,0.7333,0.7149,0.4484,1,0,0,0.52,0.0,49.3274,0,network,low_and_slow_probe,attack,apt
603,327,42537,443,0,3.57,553,0,1.844,0.9171,0.0,0,0,0,0.18,0.0,91.5966,0,network,firmware_check,normal,benign
542,159,47570,443,0,16.87,381,0,3.4088,0.703,0.0,0,0,0,0.18,0.0,9.425,0,network,telemetry_upload,normal,benign
183,76,57404,443,18,70.45,339,0,2.4079,1.5,0.2555,0,0,0,0.18,0.0,1.0788,0,network,credential_stuffing,attack,human
234,136,38783,1883,0,5.32,97,0,1.7206,0.4145,0.0,1,0,0,0.52,0.0,25.5639,0,heartbeat,heartbeat,normal,benign
313,101,50577,443,0,3.86,137,0,3.099,0.4377,0.0,0,0,0,0.18,0.0,26.1658,0,heartbeat,heartbeat,normal,benign
101,22,63934,3389,0,168.74,39,0,4.5909,0.3861,0.0,1,0,1,0.96,0.0,0.1304,0,network,port_scan,attack,bot
463,191,41805,443,0,3.79,256,0,2.4241,0.5529,0.0,0,0,0,0.18,0.0,50.3958,0,status,dashboard_poll,normal,benign
175,34,64196,23,0,113.83,36,0,5.1471,0.2057,0.0,1,0,1,0.92,0.0,0.2987,0,network,port_scan,attack,bot
436,211,39833,80,0,5.93,142,0,2.0664,0.3257,0.0,0,0,0,0.2,0.0,35.5818,0,status,dashboard_poll,normal,benign
599,313,29191,443,0,6.56,534,0,1.9137,0.8915,0.0,0,0,0,0.18,0.0,47.7134,0,network,firmware_check,normal,benign
442,93,39890,443,23,58.97,285,0,4.7527,0.6448,0.39,0,0,0,0.18,0.0,1.5771,0,network,credential_stuffing,attack,human
192,194,48250,22,16,38.65,92,0,0.9897,0.4792,0.414,1,0,0,0.86,0.0,5.0194,0,network,credential_stuffing,attack,human
1021,15,61592,80,0,187.23,1079,0,68.0667,1.0568,0.0,0,0,1,0.2,0.0,0.0801,0,network,request_flood,attack,bot
317,172,35072,80,0,11.8,176,0,1.843,0.5552,0.0,0,0,0,0.2,0.0,14.5763,0,status,dashboard_poll,normal,benign
230,81,56416,1883,0,4.69,73,0,2.8395,0.3174,0.0,1,0,0,0.52,0.0,17.2708,1,mesh_alert,mesh_status,normal,benign
286,86,46074,1883,0,7.62,112,0,3.3256,0.3916,0.0,1,0,0,0.52,0.0,11.2861,1,mesh_alert,mesh_status,normal,benign
323,692,35476,1883,3,5.85,124,0,0.4668,0.3839,0.5128,1,0,0,0.52,0.0,118.2906,0,network,low_and_slow_probe,attack,apt
667,174,59739,23,8,116.57,286,1,3.8333,0.4288,0.0686,1,1,1,0.92,0.333,1.4927,0,tamper,physical_tamper,attack,human
869,151,60620,22,12,127.97,347,1,5.755,0.3993,0.0938,1,1,1,0.86,0.333,1.18,0,tamper,physical_tamper,attack,human
924,69,57315,1883,5,129.81,766,2,13.3913,0.829,0.0385,1,1,1,0.52,0.667,0.5315,0,tamper,physical_tamper,attack,human
156,663,58952,80,1,13.05,163,0,0.2353,1.0449,0.0766,0,0,0,0.2,0.0,50.8046,0,network,low_and_slow_probe,attack,apt
286,251,62877,8080,4,51.87,100,0,1.1394,0.3497,0.0771,0,0,0,0.28,0.0,4.839,1,mesh_alert,mesh_pivot_alert,attack,apt
508,350,32287,443,0,5.33,344,0,1.4514,0.6772,0.0,0,0,0,0.18,0.0,65.666,0,network,firmware_check,normal,benign
281,136,56860,443,0,5.88,160,0,2.0662,0.5694,0.0,0,0,0,0.18,0.0,23.1293,0,status,dashboard_poll,normal,benign
474,183,37401,443,0,3.8,284,0,2.5902,0.5992,0.0,0,0,0,0.18,0.0,48.1579,0,network,firmware_check,normal,benign
237,88,27088,1883,0,2.85,73,0,2.6932,0.308,0.0,1,0,0,0.52,0.0,30.8772,1,mesh_alert,mesh_status,normal,benign
455,187,31692,443,0,18.86,346,0,2.4332,0.7604,0.0,0,0,0,0.18,0.0,9.9152,0,network,telemetry_upload,normal,benign
580,209,44591,443,0,2.91,519,0,2.7751,0.8948,0.0,0,0,0,0.18,0.0,71.8213,0,network,firmware_check,normal,benign
312,119,31579,80,0,8.06,126,0,2.6218,0.4038,0.0,0,0,0,0.2,0.0,14.7643,0,status,dashboard_poll,normal,benign
298,104,44786,443,0,7.14,157,0,2.8654,0.5268,0.0,0,0,0,0.18,0.0,14.5658,0,heartbeat,heartbeat,normal,benign
427,125,38835,443,0,15.46,280,0,3.416,0.6557,0.0,0,0,0,0.18,0.0,8.0854,0,network,telemetry_upload,normal,benign
66,23,35157,443,1,85.31,88,0,2.8696,1.3333,0.0117,0,0,0,0.18,0.0,0.2696,0,network,port_scan,attack,bot
720,16,57963,443,1,240.55,839,0,45.0,1.1653,0.0042,0,0,1,0.18,0.0,0.0665,0,network,request_flood,attack,bot
65,23,60040,80,1,133.2,39,0,2.8261,0.6,0.0075,0,0,1,0.2,0.0,0.1727,0,network,port_scan,attack,bot
217,107,55385,1883,0,6.35,57,0,2.028,0.2627,0.0,1,0,0,0.52,0.0,16.8504,1,mesh_alert,mesh_status,normal,benign
183,877,42558,443,2,9.33,234,1,0.2087,1.2787,0.2144,0,0,0,0.18,0.333,93.9979,0,network,low_and_slow_probe,attack,apt
419,335,64329,443,0,3.2,374,0,1.2507,0.8926,0.0,0,0,0,0.18,0.0,104.6875,0,network,firmware_check,normal,benign
399,149,23737,443,0,9.44,301,0,2.6779,0.7544,0.0,0,0,0,0.18,0.0,15.7839,0,network,telemetry_upload,normal,benign
327,102,57229,3389,16,72.94,285,0,3.2059,0.8716,0.2194,1,0,0,0.96,0.0,1.3984,0,network,credential_stuffing,attack,human
316,180,29546,8080,0,14.75,225,0,1.7556,0.712,0.0,0,0,0,0.28,0.0,12.2034,0,network,telemetry_upload,normal,benign
294,581,43140,443,3,17.18,183,1,0.506,0.6224,0.1746,0,0,0,0.18,0.333,33.8184,0,network,low_and_slow_probe,attack,apt
330,122,60213,443,0,5.82,163,0,2.7049,0.4939,0.0,0,0,0,0.18,0.0,20.9622,0,heartbeat,heartbeat,normal,benign
620,268,62421,443,0,5.08,540,0,2.3134,0.871,0.0,0,0,0,0.18,0.0,52.7559,0,network,firmware_check,normal,benign
219,757,53999,80,4,8.79,117,0,0.2893,0.5342,0.4551,0,0,0,0.2,0.0,86.1206,0,network,low_and_slow_probe,attack,apt
601,156,63083,443,0,1.52,487,0,3.8526,0.8103,0.0,0,0,0,0.18,0.0,102.6316,0,network,firmware_check,normal,benign
190,77,52756,1883,0,9.45,75,0,2.4675,0.3947,0.0,1,0,0,0.52,0.0,8.1481,1,mesh_alert,mesh_status,normal,benign
295,79,46494,443,0,5.06,145,0,3.7342,0.4915,0.0,0,0,0,0.18,0.0,15.6126,0,heartbeat,heartbeat,normal,benign
605,94,46318,23,9,106.98,579,4,6.4362,0.957,0.0841,1,1,1,0.92,1.333,0.8787,0,tamper,physical_tamper,attack,human
247,1088,51620,1883,4,5.1,177,1,0.227,0.7166,0.7843,1,0,0,0.52,0.333,213.3333,0,network,low_and_slow_probe,attack,apt
170,36,34002,21,1,104.48,67,0,4.7222,0.3941,0.0096,1,0,1,0.75,0.0,0.3446,0,network,port_scan,attack,bot
373,190,59585,1883,0,13.73,252,0,1.9632,0.6756,0.0,1,0,0,0.52,0.0,13.8383,0,network,telemetry_upload,normal,benign
363,149,44328,443,0,3.25,233,0,2.4362,0.6419,0.0,0,0,0,0.18,0.0,45.8462,0,network,firmware_check,normal,benign
222,98,59455,443,0,7.17,100,0,2.2653,0.4505,0.0,0,0,0,0.18,0.0,13.6681,0,heartbeat,heartbeat,normal,benign
570,219,61579,443,0,6.28,462,0,2.6027,0.8105,0.0,0,0,0,0.18,0.0,34.8726,0,network,firmware_check,normal,benign
131,40,48132,23,0,184.42,78,0,3.275,0.5954,0.0,1,0,1,0.92,0.0,0.2169,0,network,port_scan,attack,bot
304,1009,55404,22,5,17.17,107,0,0.3013,0.352,0.2912,1,0,0,0.86,0.0,58.7653,0,network,low_and_slow_probe,attack,apt
424,174,28939,443,0,15.44,192,0,2.4368,0.4528,0.0,0,0,0,0.18,0.0,11.2694,0,network,telemetry_upload,normal,benign
340,174,55575,443,0,7.99,122,0,1.954,0.3588,0.0,0,0,0,0.18,0.0,21.7772,0,status,dashboard_poll,normal,benign
489,212,41841,443,0,4.01,296,0,2.3066,0.6053,0.0,0,0,0,0.18,0.0,52.8678,0,network,firmware_check,normal,benign
164,602,60533,22,4,13.9,146,0,0.2724,0.8902,0.2878,1,0,0,0.86,0.0,43.3094,0,network,low_and_slow_probe,attack,apt
323,197,62948,443,16,60.2,145,0,1.6396,0.4489,0.2658,0,0,0,0.18,0.0,3.2724,0,network,credential_stuffing,attack,human
214,513,37327,1883,3,7.11,87,1,0.4172,0.4065,0.4219,1,0,0,0.52,0.333,72.1519,0,network,low_and_slow_probe,attack,apt
193,98,63826,443,3,27.05,182,0,1.9694,0.943,0.1109,0,0,0,0.18,0.0,3.6229,1,mesh_alert,mesh_pivot_alert,attack,apt
303,164,53758,80,0,4.39,102,0,1.8476,0.3366,0.0,0,0,0,0.2,0.0,37.3576,0,status,dashboard_poll,normal,benign
